Technique,Component Invocation,0.005323082208633423
Malware Name,Reboot Persistence,0.005722915753722191
Bypass Technique,Maintained Persistence,0.005834533832967281
Persistence Establishment,Actor,0.0058853477239608765
Persistence Method,Other Malware,0.00601276196539402
Adversary Name,Dropped Utilities,0.006086679175496101
Persistence Mechanisms,Actor,0.006184525787830353
Reboot Persistence,Programs,0.006192734465003014
Maintained Persistence,Actor,0.006241455674171448
Adversary Name,Persistence Establishment,0.0063094645738601685
Malware Execution Method,APT Group,0.0063103316351771355
Component Invocation,Task Frequency,0.006330051459372044
Malware Used,Interval Type,0.006337281316518784
Malware Type,Persistence Configuration,0.006345347501337528
Task Run As,Backdoor Type,0.006423286162316799
File Type,Task Run User,0.006571431644260883
Persistence Mechanism,Malicious Software,0.006612507626414299
Created by,Persistence Component,0.006674259901046753
Persistence Component,Created By,0.006674259901046753
Persistence Type,Actor,0.006925689056515694
Adversary,Scheduled Task,0.0069299922324717045
Backdoor Type,Task Schedule,0.006932068150490522
Persistence Mechanism,Actor,0.007008161395788193
Downloader,Spread Technique,0.007350116036832333
Compromised Credentials,Trigger Events,0.007469990756362677
Malware Type,Persistence Action,0.007573746144771576
Persistence Component,Binary Execution,0.007578358054161072
Disguised As,Persistence Action,0.007620472460985184
Executed Components,Spread Technique,0.007622556295245886
Threat Actor,Persistence Option,0.007641978561878204
Reboot Persistence,Disguised As,0.007683546282351017
Reboot Persistence,Targeted Host,0.0077939145267009735
Bypassed Security,Persistence Type,0.008163563907146454
Script Interval,APT Group,0.008270049467682838
Adversary Name,Script Interval,0.008279899135231972
Persistence Method,Adversary Name,0.008329760283231735
Source,Access Method,0.008352680131793022
Persistence Component,Actor,0.008495110087096691
Bypass Mechanism,Persistence Establishment,0.008610783144831657
Reboot Persistence,Binary Execution,0.008872652426362038
Persistence Action,Other Malware,0.008942682296037674
APT Group,Scripting Language,0.009415771812200546
Adversary Name,Task Command,0.009605564177036285
Bypassed Security,Downloader,0.009631296619772911
Adversary Name,Persistence Type,0.009657425805926323
Component Invocation,Adversary Name,0.00965873897075653
Malware Used,Persistence Technique,0.009815685451030731
Execution Method,Source,0.009907037019729614
Disguised As,Persistence Option,0.009958997368812561
Compromised Credentials,Malicious File,0.009960509836673737
Source,Persistence Mechanisms,0.01007663831114769
Tool Used,Persistence Trigger,0.010530303232371807
Task Run As,Source,0.010713983327150345
Persistence Method,Bypass Mechanism,0.01074773259460926
Malware Type,Maintained Persistence,0.01076261792331934
Malicious Software,Persistence Option,0.010808441787958145
File Type,Spread Technique,0.010927663184702396
Adversary,Command Execution Method,0.011038661003112793
Activity,Bypass Mechanism,0.01105656661093235
Component Invocation,Job Type,0.011083030141890049
Malware Used,Persistence Mechanisms,0.011207873933017254
Source,Persistence Establishment,0.011247847229242325
Compromised Credentials,Plugin Name,0.011266442015767097
Bypass Technique,Task Launched,0.011273367330431938
Component Invocation,Downloader,0.01140093058347702
Bypass Mechanism,Task Run User,0.011468157172203064
Other Malware,Persistence Type,0.011501796543598175
Downloaded Malware,Run Frequency,0.011561699211597443
Persistence Method,Actor,0.011566747911274433
Persistence Component,Tool Used,0.011598856188356876
Created by,Dropped Utilities,0.011599281802773476
Created By,Dropped Utilities,0.011599281802773476
Reboot Persistence,Script Language,0.011672360822558403
Bypass Technique,Persistence Mechanism,0.011736135929822922
Persistence Configuration,Binary Execution,0.011749600991606712
Source,Persistence Action,0.011762842535972595
Bypass Technique,File Name,0.011769958771765232
Task Target,Backdoor Type,0.01191741693764925
Executed Components,Techniques,0.011923912912607193
Malicious Scripts,Frequency,0.01203133538365364
Created by,Bypassed Security,0.012079792097210884
Bypassed Security,Created By,0.012079792097210884
Backdoor Type,Interval Type,0.012136818841099739
Task Scheduler,Adversary Name,0.01221789326518774
Malware Name,Persistence Configuration,0.01225328166037798
Bypassed Security,Task Start Time,0.01226833276450634
Malware Execution Method,Compromised Credentials,0.01230359822511673
Component Invocation,Spread Technique,0.012572363950312138
Bypass Technique,Task XML File,0.012580843642354012
Malware Type,Persistence Technique,0.012599595822393894
Executable,Compromised Networks,0.012632613070309162
Compromised Credentials,Scripting Language,0.012830806896090508
Binary Execution,Compromised Account,0.012912814505398273
Binary Execution,APT Group,0.013093868270516396
Malware Type,Persistence Option,0.013256175443530083
Executable Type,Persistence Configuration,0.013283388689160347
Adversary,Scheduled Job,0.01331358589231968
Bypass Technique,Execution Frequency,0.01332765445113182
Component Invocation,Malware Used,0.013420147821307182
Backdoor Type,Task Creation Method,0.013475431129336357
Actor Name,Interval Type,0.013487029820680618
Task XML File,Spread Technique,0.013501937501132488
Group Name,Backdoor Type,0.013506731018424034
Malware Name,Persistence Establishment,0.01363949105143547
Persistence Trigger,Actor,0.013849176466464996
Executable Type,Reboot Persistence,0.013857539743185043
Malware Name,Persistence Method,0.014062418602406979
Downloader,Spread Method,0.014077440835535526
Adversary,Run Frequency,0.014147240668535233
Bypassed Security,Task XML File,0.014155374839901924
Reboot Persistence,Description,0.014192239381372929
Malware Name,Establishment Method,0.014743439853191376
Compromised Credentials,Script Name,0.015095880255103111
Persistence Component,Malicious Operations,0.015388663858175278
Scheduled Tasks,Adversary,0.015420294366776943
Persistence Mechanism,Source,0.015467869117856026
Bypassed Security,Persistence Component,0.015566181391477585
Establishment Method,Downloaded Malware,0.015748752281069756
Adversary,Task Frequency,0.01587134227156639
Loader Type,Created by,0.01589026302099228
Loader Type,Created By,0.01589026302099228
Actor Name,Access Method,0.01607849821448326
Backdoor Type,Task Execution,0.0161958746612072
Description,Persistence Trigger,0.01620793342590332
Created by,Binary Execution,0.016225676983594894
Binary Execution,Created By,0.016225676983594894
Executable Type,Actor Name,0.016265949234366417
Persistence Mechanism,Adversary Name,0.016335193067789078
Threat Actor,Interval Type,0.016361884772777557
Persistence Configuration,Spread Method,0.016365237534046173
Malware Group,Executable Launch,0.016494175419211388
Description,Dropped Utilities,0.01659497804939747
Persistence Mechanism,Other Malware,0.016642145812511444
Source,Persistence Technique,0.016756154596805573
Disguised As,Task Run User,0.016790885478258133
Script Type,APT Group,0.01681581512093544
Created by,Reboot Persistence,0.016966206952929497
Reboot Persistence,Created By,0.016966206952929497
Malicious Software,Persistence Technique,0.017073020339012146
Task Run As,Adversary Name,0.017129307612776756
Reboot Persistence,Actor,0.01713803969323635
Executed Components,Lateral Movement Technique,0.01721823960542679
Malware Type,Persistence Mechanism,0.01727668195962906
File Extension,APT Group,0.017281413078308105
Malware Execution Method,Frequency,0.017347121611237526
Group Name,Payload Execution,0.01737465336918831
Actor Name,Executable Launch,0.017465373501181602
Adversary Name,Command Execution Method,0.017503079026937485
Backdoor Type,Task Scheduling,0.01755831576883793
Binary Execution,Persistence Action,0.01781250536441803
Persistence Mechanism,Bypass Mechanism,0.018012216314673424
Compromised Credentials,Tool Type,0.018149033188819885
Component Invocation,Downloaded Malware,0.018210049718618393
Executable Name,Compromised Account,0.018266424536705017
File Type,Spread Method,0.01834684982895851
Compromised Networks,Scheduled Task,0.018351763486862183
Persistence Mechanism,Threat Actor,0.018413305282592773
Actor Name,Installation Method,0.018452011048793793
Persistence Component,Target System,0.01847986690700054
Malicious Software,Task Run User,0.018501076847314835
Disguised As,Execution Time,0.01861249841749668
Persistence Type,Spread Method,0.018628045916557312
Victim's Machine,Component Invocation,0.01865282654762268
Compromised Credentials,Time Delay,0.0186612606048584
Task Frequency,Adversary Name,0.018672987818717957
Backdoor Type,Downloader,0.01875956915318966
Persistence Method,Threat Actor,0.01896033249795437
Installation Method,Threat Actor,0.01901158317923546
Executable Type,Frequency,0.019143372774124146
Disguised As,Persistence Trigger,0.019217390567064285
Backdoor Type,Command Executed,0.019397608935832977
Reboot Persistence,Malware Group,0.01965716853737831
Compromised Credentials,Task Frequency,0.01982632279396057
Compromised Networks,Task Scheduler,0.01986527629196644
Job Name,Bypass Mechanism,0.01987331360578537
Compromised Networks,Execution Type,0.019913118332624435
Created by,Lateral Movement Technique,0.020000280812382698
Lateral Movement Technique,Created By,0.020000280812382698
Component Invocation,Task Scheduler,0.020040012896060944
Malware Name,Persistence Option,0.020092248916625977
Execution Method,APT Group,0.02012992650270462
Disguised As,Maintained Persistence,0.0202260110527277
Tool Used,Persistence Establishment,0.020364679396152496
Malware Name,Persistence Trigger,0.02037806808948517
Reboot Persistence,Malware,0.02056259475648403
Created by,Executable Launch,0.020691413432359695
Executable Launch,Created By,0.020691413432359695
Binary Execution,Persistence Option,0.02072027698159218
Component Invocation,Task Run User,0.020754586905241013
Other Malware,Interval Type,0.020910825580358505
Bypass Mechanism,Execution Frequency,0.020934443920850754
Executable Launch,Downloaded Malware,0.020998965948820114
Task Launched,Source,0.021050263196229935
Compromised Credentials,Component Invocation,0.02106742560863495
Actor Name,Dropped Utilities,0.021100817248225212
Maintained Persistence,Malicious Software,0.02112654037773609
Spread Technique,Scripting Language,0.021209053695201874
Persistence Method,Source,0.021569345146417618
Persistence Component,Compromised Networks,0.021596862003207207
Malware Name,Maintained Persistence,0.021716283634305
Executed Components,Tactic,0.02176849916577339
Adversary Name,Persistence Mechanisms,0.02191167138516903
Malicious Software,Persistence Mechanisms,0.021970197558403015
Persistence Component,Programs,0.022108163684606552
Actor Name,Loader,0.022161133587360382
File Name,APT Group,0.022263793274760246
Persistence Trigger,Source,0.022334802895784378
Techniques,Task Start Time,0.02235550805926323
Compromised Credentials,Command Execution Method,0.022468125447630882
Threat Actor,Persistence Mechanisms,0.02248496748507023
Loader Type,Compromised Credentials,0.022499799728393555
Description,Persistence Action,0.02275877445936203
Adversary Name,Persistence Technique,0.02279825508594513
Source,Lateral Movement Technique,0.022817881777882576
Command Executed,Platform,0.02287611924111843
Compromised Networks,Script Interval,0.02287738025188446
Establishment Method,Tool Name,0.022899050265550613
Threat Actor,Maintained Persistence,0.022920478135347366
Infection Method,Launcher,0.023004675284028053
Source,Persistence Option,0.02304685115814209
Bypass Technique,Host Status,0.02323921024799347
Persistence Action,Spread Method,0.02329297363758087
Created by,Loader,0.023330476135015488
Loader,Created By,0.023330476135015488
Bypassed Security,Job Name,0.02346182055771351
Compromised Credentials,Spread Method,0.02352304384112358
Compromised Credentials,Script Interval,0.02354510873556137
Bypass Technique,Persistence Trigger,0.0235803984105587
Executable Type,Source,0.02358066663146019
Malware Execution Method,Source,0.023756086826324463
Bypass Technique,Persistence Method,0.02394835837185383
Adversary,Command Executed,0.0239858441054821
Other Malware,Persistence Technique,0.023989347741007805
Persistence Configuration,Threat Actor,0.023990195244550705
Source,Task Execution Method,0.024058202281594276
Task Schedule,Adversary Name,0.02415069192647934
Bypass Technique,Persistence Mechanisms,0.02420201525092125
Installation Method,Actor,0.02423683926463127
Compromised Credentials,Tool Function,0.02430899627506733
Downloaded Malware,Task Run User,0.024334967136383057
Group Name,Executable Type,0.024518461897969246
Scheduled Job,Component Invocation,0.024523047730326653
Malware Group,Component Invocation,0.024620169773697853
Tactic,Task Run User,0.02463759481906891
Other Malware,Maintained Persistence,0.024693813174962997
Bypass Technique,Persistence Option,0.024722132831811905
Compromised Credentials,Spread Technique,0.024766499176621437
Actor Name,Bypass Mechanism,0.024775948375463486
Bypass Technique,Task Schedule,0.02480757050216198
Threat Actor,Persistence Technique,0.024849463254213333
Downloader,Run Frequency,0.024893857538700104
Bypass Mechanism,Host Status,0.024896290153265
Persistence Trigger,Spread Method,0.024906104430556297
Bypass Mechanism,Frequency,0.024923648685216904
Compromised Credentials,Tool Argument,0.02492920309305191
Bypass Mechanism,Persistence Option,0.024948276579380035
Malware Name,Persistence Action,0.02538936585187912
Persistence Component,Disguised As,0.025420498102903366
Compromised Credentials,Script Language,0.0254436656832695
Spread Method,Scripting Language,0.025444455444812775
Actor Name,Binary Execution,0.025488540530204773
Task User,File Type,0.025510700419545174
Malware Name,Persistence Technique,0.025549881160259247
Compromised Networks,Command Execution Method,0.025552045553922653
Script Language,Spread Method,0.02562475949525833
Malware Type,Persistence Mechanisms,0.025710273534059525
Malicious File,Establishment Method,0.025718694552779198
Adversary,Execution Frequency,0.025755368173122406
Loader,Adversary Name,0.02580050751566887
Spread Technique,Script Language,0.025842901319265366
Reboot Persistence,Downloader,0.025939827784895897
Compromised Credentials,Tool Used,0.025946253910660744
Downloaded Malware,Spread Method,0.025952400639653206
Launcher,Source,0.026001382619142532
Description,Persistence Configuration,0.026043200865387917
Source,Host Status,0.02605365589261055
Persistence Trigger,Programs,0.02609933167695999
Disguised As,Task XML File,0.026105688884854317
Executed Components,Task Schedule,0.026133358478546143
Description,Persistence Option,0.0261433906853199
Persistence Action,Actor,0.026147348806262016
Disguised As,Script Interval,0.026261478662490845
Reboot Persistence,Payload Type,0.026428261771798134
Disguised As,Persistence Mechanisms,0.026472551748156548
Source,Renamed Utilities,0.026485269889235497
Host Status,Actor,0.026550117880105972
Bypass Technique,File Type,0.026688573881983757
Task Run,Adversary Name,0.02678847685456276
Function,Persistence Configuration,0.026830878108739853
Task Start Time,Spread Technique,0.02692931331694126
Threat Actor,Persistence Establishment,0.026947490870952606
Reboot Persistence,Compromised Networks,0.02697310969233513
Bypass Technique,Task User,0.02701253816485405
Task XML File,Spread Method,0.027059568092226982
Persistence Type,Threat Actor,0.027078982442617416
Disguised As,Persistence Mechanism,0.02729078382253647
Downloaded Malware,Scripting Language,0.027331076562404633
Bypassed Security,Task Run User,0.02734789066016674
Source,Task XML File,0.027377113699913025
Description,Task Run User,0.02738717570900917
Binary Execution,Persistence Establishment,0.027708005160093307
Executable Type,Persistence Component,0.027725063264369965
Persistence Trigger,Techniques,0.027806559577584267
Command Execution Method,Frequency,0.027876732870936394
Binary Execution,Establishment Method,0.02789151854813099
Bypassed Security,Description,0.02799350395798683
Spread Method,Persistence Option,0.028168197721242905
Tactic,Task Start Time,0.02818847820162773
Bypassed Security,Persistence Method,0.02819252945482731
Target System,Persistence Action,0.028463995084166527
Execution Trigger,Source,0.02849089726805687
Ability Name,Maintained Persistence,0.02854306623339653
Component Invocation,Platform,0.028603438287973404
Malware Execution,Frequency,0.028620921075344086
Threat Actor,Frequency,0.028631562367081642
Execution Time,Establishment Method,0.028677556663751602
Techniques,Task Run User,0.028766993433237076
Bypassed Security,Task Frequency,0.028887227177619934
Downloader,Establishment Method,0.028915423899888992
Compromised Credentials,Execution Time,0.028929825872182846
Load on,APT Group,0.028981178998947144
Load On,APT Group,0.028981178998947144
Frequency,Task Run User,0.029012363404035568
Adversary,Execution Time,0.029047880321741104
Description,Persistence Establishment,0.029256105422973633
Description,Lateral Movement Technique,0.029306530952453613
Persistence Component,Threat Actor,0.02930864319205284
Installation Method,Compromised Account,0.029330460354685783
Interval Type,Actor,0.029388483613729477
Host Type,Tactic,0.02941509336233139
Persistence Component,Description,0.029426217079162598
Component Invocation,Scheduled Task,0.029487282037734985
Reboot Persistence,Payload Execution,0.029623251408338547
Created by,Script Type,0.02964801713824272
Created By,Script Type,0.02964801713824272
Bypass Technique,Persistence Action,0.02967263199388981
Source,Maintained Persistence,0.029864005744457245
Created by,Interval Type,0.029904674738645554
Created By,Interval Type,0.029904674738645554
Compromised Account,Run Frequency,0.03010740876197815
APT Group,Script Language,0.030123841017484665
Victim's Machine,Dropped Utilities,0.030230462551116943
Task Frequency,Access Method,0.03024689108133316
Persistence Method,Binary Execution,0.030307546257972717
Compromised Credentials,Task Scheduling,0.0304846353828907
Persistence,Target,0.030490439385175705
Task Schedule,Access Method,0.03061181679368019
Executed Components,Compromised Account,0.030658118426799774
File Name,Spread Technique,0.0306895449757576
Bypass Mechanism,Persistence Technique,0.030706536024808884
Compromised Credentials,Installation Method,0.030713986605405807
Script Name,APT Group,0.030720112845301628
Reboot Persistence,Victim's Machine,0.030942296609282494
Compromised Networks,Task Run,0.031077450141310692
Other Malware,Persistence Option,0.03118155524134636
Other Malware,Persistence Mechanisms,0.031187966465950012
Loader,Source,0.03126616030931473
Compromised Credentials,Backdoor Type,0.031285498291254044
Tool Used,Persistence Mechanism,0.03131501376628876
Adversary,Task Schedule,0.03140558302402496
Persistence Method,Tool Used,0.031563900411129
Executed Components,Task User,0.03157051280140877
Reboot Persistence,Spread Method,0.03158307075500488
Bypass Mechanism,Compromised Account,0.03167450428009033
Backdoor Type,Task Execution Method,0.03171200305223465
Adversary,Task Scheduler,0.03179965913295746
Persistence Trigger,Binary Execution,0.03180862218141556
